sample_id,region_id,pixel_count,pair_cosine,cluster_with,cluster_no
2e3374eb19ee46e09fd0fa90281fbc7d,0,22230,-0.05435400,1,6
2e3374eb19ee46e09fd0fa90281fbc7d,1,270,0.09430286,4,6
2e51aaf4465441dcbe22351087a62c46,0,21784,-0.02555600,1,6
2e51aaf4465441dcbe22351087a62c46,1,716,-0.07204173,7,6
2e74db7a04ef4ef49ec7f136a260a878,0,21946,-0.03706876,1,6
2e74db7a04ef4ef49ec7f136a260a878,1,554,0.02300766,0,6
2e8bed7f596949d2b8777b2a856c7194,0,22500,-0.01317415,1,5
2f207084f4794686be52b8fbbfa91f1f,0,21417,-0.01518540,1,6
2f207084f4794686be52b8fbbfa91f1f,1,1083,0.01398385,0,0
2f78ff9e41214edb9ad7152f20748bc0,0,21318,-0.03831279,1,6
2f78ff9e41214edb9ad7152f20748bc0,1,1182,0.00800723,5,6
2f91d61bf97f4268a488c6e33c6f0fba,0,21601,-0.03277582,1,6
2f91d61bf97f4268a488c6e33c6f0fba,1,899,-0.04894258,6,6
3013736d859c4ad7a60f6c2318279d7d,0,22184,-0.04496989,1,6
3013736d859c4ad7a60f6c2318279d7d,1,316,0.00591870,3,6
309dffeeb33c4319bfcd4fa9002d8667,0,22276,-0.02240697,1,6
309dffeeb33c4319bfcd4fa9002d8667,1,224,0.07959356,3,0
30a3c33a60914974bb3c6ad379b472f6,0,22082,-0.04360400,1,6
30a3c33a60914974bb3c6ad379b472f6,1,418,-0.02043735,4,6
30d4b68f9cd0430b96c3323e2f995425,0,21608,-0.03622363,1,6
30d4b68f9cd0430b96c3323e2f995425,1,892,0.07572355,0,0
30d93e4625f74b07a9966a5f8e9efa9e,0,21579,-0.04489087,1,6
30d93e4625f74b07a9966a5f8e9efa9e,1,921,0.00109548,0,6
30e55a3ec6184d8cb1944b39ba19d622,0,22365,0.02275170,1,6
30e55a3ec6184d8cb1944b39ba19d622,1,135,-0.03000581,7,5
3110b23f58fe4ae1a14daaa7f0f5fc8a,0,21807,-0.03306045,1,6
3110b23f58fe4ae1a14daaa7f0f5fc8a,1,693,0.02176667,5,6
31365e10d897470cbec3e920a49ce286,0,21375,-0.01901245,1,6
31365e10d897470cbec3e920a49ce286,1,1125,-0.07169449,6,6
317baff05fce4feaad06b5c706b026b2,0,21597,-0.03197033,1,6
317baff05fce4feaad06b5c706b026b2,1,903,0.00550275,6,6
31815eedcec04d4892ae361262825ded,0,22278,-0.03929674,1,5
31815eedcec04d4892ae361262825ded,1,222,-0.00901881,2,6
318791a3a2054db9a90bc6eba32795bf,0,21429,-0.02927021,1,6
318791a3a2054db9a90bc6eba32795bf,1,1071,-0.08703581,5,6
3244703f42ad431097b515e31a7bacf2,0,21482,-0.04849457,1,6
3244703f42ad431097b515e31a7bacf2,1,1018,0.01111227,0,5
3244a7f00d6c46e8aab77ed45d1af6d9,0,21624,-0.04447566,1,6
3244a7f00d6c46e8aab77ed45d1af6d9,1,876,0.02372716,6,6
32d941ca626c458381f13c0c7ab267b8,0,21568,-0.01221860,1,6
32d941ca626c458381f13c0c7ab267b8,1,932,-0.02140549,0,5
3334c156cbc4420ba1ff066094f0d1f2,0,19647,-0.06680571,1,6
3334c156cbc4420ba1ff066094f0d1f2,1,2853,-0.03879660,4,5
333b8e10454e4be1b6ea0a57ed25e3d5,0,21328,-0.04371229,1,6
333b8e10454e4be1b6ea0a57ed25e3d5,1,1172,-0.05226055,5,6
335da4966e3745dc845362f4c54eeae8,0,22284,-0.03295049,1,6
335da4966e3745dc845362f4c54eeae8,1,216,0.10377711,3,0
3387d937c3864cdcaf0454542ebaa961,0,21425,-0.03720714,1,6
3387d937c3864cdcaf0454542ebaa961,1,1075,-0.03397956,5,6
33acbf66274b49c8ae9ab2117919d5ac,0,19842,-0.02003484,1,6
33acbf66274b49c8ae9ab2117919d5ac,1,2658,0.03293996,6,0
33aebb17dcb14d24a5feb6f224ff1380,0,22389,-0.04180622,1,6
33aebb17dcb14d24a5feb6f224ff1380,1,111,0.05463020,4,5
33c050305be04c6489a4c61f09e40123,0,22088,-0.03150384,1,5
33c050305be04c6489a4c61f09e40123,1,412,-0.00805610,6,6
33c965ece87842c2ac898543d26dad5f,0,21218,-0.02997066,1,6
33c965ece87842c2ac898543d26dad5f,1,1282,-0.08137175,5,6
340a5f3d8c4d4f11ae02176c86bfbad8,0,21430,-0.02702744,1,6
340a5f3d8c4d4f11ae02176c86bfbad8,1,1070,-0.00166158,6,6
34cf97ab4d6b452d862ae6c8374f7ee9,0,21304,-0.04148201,1,6
34cf97ab4d6b452d862ae6c8374f7ee9,1,1196,-0.06856762,5,6
34dbd470ea9f457c974baa0bc2fc6173,0,22192,-0.04887892,1,6
34dbd470ea9f457c974baa0bc2fc6173,1,308,0.02218494,4,6
3502d36d2c76428f9b79f2854e96b696,0,21486,0.02228276,1,6
3502d36d2c76428f9b79f2854e96b696,1,1014,-0.01758329,5,6
3595d60fe23744e09831de917caf287a,0,21619,-0.03145052,1,6
3595d60fe23744e09831de917caf287a,1,881,-0.07414519,6,6
35e0ba93fe9d48f386b97d62bd78fbf7,0,21459,-0.03102803,1,6
35e0ba93fe9d48f386b97d62bd78fbf7,1,1041,0.05763536,4,6
35ef5018c85e4ccda8f36fb05a1d22f9,0,21885,-0.03453704,1,6
35ef5018c85e4ccda8f36fb05a1d22f9,1,615,0.04382551,6,6
360d200d524b44f1a4ee4c54d4fc8295,0,21700,-0.04823265,1,6
360d200d524b44f1a4ee4c54d4fc8295,1,800,0.06901280,5,6
3613b5ea52bc46d0966fede34be89d38,0,22176,-0.01915372,1,5
3613b5ea52bc46d0966fede34be89d38,1,324,0.01187472,0,0
3615d82e7e8546fea5f181157f42e30b,0,22245,-0.02571644,1,5
3615d82e7e8546fea5f181157f42e30b,1,255,-0.01178404,2,0
364828ce52784d7a8f1b6f586637e23a,0,21542,-0.02948340,1,6
364828ce52784d7a8f1b6f586637e23a,1,958,-0.07351485,5,6
36a7513f6dcc4705a802320c0eae008f,0,21780,-0.04806055,1,6
36a7513f6dcc4705a802320c0eae008f,1,720,0.03487347,0,6
371ea4a12b5d4785a1b0c95f288ffed4,0,21914,-0.02078070,1,6
371ea4a12b5d4785a1b0c95f288ffed4,1,586,0.07472665,5,6
374d00adb29b4991ad4c941344a8bb8d,0,21489,-0.05341089,1,6
374d00adb29b4991ad4c941344a8bb8d,1,1011,0.01488834,5,6
37c8d31c9ee74a07a68305297959da79,0,21745,-0.01372434,1,6
37c8d31c9ee74a07a68305297959da79,1,755,0.05890965,0,0
37d0faf82cdb4af1a3d85b18077ee1f8,0,21608,-0.05110462,1,5
37d0faf82cdb4af1a3d85b18077ee1f8,1,892,0.00013455,0,0
38d1b2de170947c487caf2075d8d1e6e,0,18827,-0.06807325,1,6
38d1b2de170947c487caf2075d8d1e6e,1,3673,-0.07582583,4,5
38f030fc7723490e98b3b40ba7d525f9,0,21487,-0.02701646,1,6
38f030fc7723490e98b3b40ba7d525f9,1,1013,-0.09771127,5,6
39118d2a1a9b459eadc2c2d28c7658d3,0,21779,-0.02784998,1,6
39118d2a1a9b459eadc2c2d28c7658d3,1,721,0.02278714,0,0
3947c3c1848e46c3849a1e178e2e728b,0,22342,-0.02425044,1,6
3947c3c1848e46c3849a1e178e2e728b,1,158,0.06464286,3,0
3954febdb9e84232a17173654dd728a4,0,21264,-0.01980891,1,6
3954febdb9e84232a17173654dd728a4,1,1236,-0.06651275,6,6
39961df49391439fbca612a8efe1c531,0,22144,-0.03044444,1,6
39961df49391439fbca612a8efe1c531,1,356,-0.05661395,4,6
399de82a68d24437980d200d3be092ad,0,21575,-0.04714142,1,6
399de82a68d24437980d200d3be092ad,1,925,0.01183821,0,5
39b08ab130fb49998f85ce1c977154ae,0,22345,-0.02035723,1,6
39b08ab130fb49998f85ce1c977154ae,1,155,0.04401316,0,6
39ca468b47a84e2aa946e4d6d08ed68f,0,18997,-0.06646033,1,6
39ca468b47a84e2aa946e4d6d08ed68f,1,3503,-0.07049808,4,5
3a2944162db44372a29c0f9c0f8aecb1,0,20383,-0.02939723,1,6
3a2944162db44372a29c0f9c0f8aecb1,1,2117,0.02199672,4,6
3a699bf9a53a4c17b008cb3d14bfe238,0,22426,-0.01557037,1,5
3a699bf9a53a4c17b008cb3d14bfe238,1,74,-0.01528988,2,6
3ac231a1ef4c481c9c15921cafa87307,0,20526,-0.00224735,1,5
3ac231a1ef4c481c9c15921cafa87307,1,1974,0.00574959,4,5
3ac754275f3747fa9b49da9c38dff909,0,22234,-0.02875337,1,6
3ac754275f3747fa9b49da9c38dff909,1,266,0.06633463,0,0
3acf2395a75643ddb86db4361bc04fd4,0,20779,-0.03151468,1,6
3acf2395a75643ddb86db4361bc04fd4,1,1721,0.02268013,6,6
3ad79c1436ab441795d4d73ae0b503d5,0,18951,-0.06671983,1,6
3ad79c1436ab441795d4d73ae0b503d5,1,3549,-0.07223167,4,5
3ae0f5d24198405a82bce2964fea6f03,0,21934,-0.02904823,1,6
3ae0f5d24198405a82bce2964fea6f03,1,566,0.05069167,5,5
3b17af9e8b604848b4ed8a701214b59c,0,22156,-0.02165856,1,5
3b17af9e8b604848b4ed8a701214b59c,1,344,0.02659347,0,0
3b73acef60a147bcb5c016203eac006c,0,22069,-0.00685465,1,6
3b73acef60a147bcb5c016203eac006c,1,431,0.05170660,0,5
3b86f8218554493f928b39824655872a,0,21199,0.02406433,1,6
3b86f8218554493f928b39824655872a,1,1301,0.02240795,6,6
3bb017b691c34f8f89985c0c2220ccec,0,21260,-0.00389800,1,5
3bb017b691c34f8f89985c0c2220ccec,1,1240,0.00177414,0,5
3bf56ebb22b741339967a95a9fbe2081,0,22327,-0.03776769,1,5
3bf56ebb22b741339967a95a9fbe2081,1,173,0.06357579,7,0
3c18f85f037744b6ae4c8a6f8dc578c2,0,21696,-0.02996406,1,5
3c18f85f037744b6ae4c8a6f8dc578c2,1,804,0.00206145,0,5
3cd58b932f704804bb329becbe42f829,0,21805,-0.04624033,1,5
3cd58b932f704804bb329becbe42f829,1,695,-0.01686800,4,5
3d2ce1b79d1c45e5b7db4f26f411bb86,0,22234,-0.03686451,1,5
3d2ce1b79d1c45e5b7db4f26f411bb86,1,266,-0.00128381,7,0
3d65380e1e2b470bbe0c944ecec05616,0,21587,-0.02906544,1,6
3d65380e1e2b470bbe0c944ecec05616,1,913,-0.00497463,5,6
3d71959327bc4d79a59a8efb0da21143,0,22208,-0.02748662,1,6
3d71959327bc4d79a59a8efb0da21143,1,292,0.06197302,5,6
3e37fbbea46d4234b6335cea76399e38,0,21649,-0.04525747,1,6
3e37fbbea46d4234b6335cea76399e38,1,851,-0.02360276,6,0
3e7bf19ac4f3459280bbbb4be635eb8d,0,21222,-0.03905383,1,5
3e7bf19ac4f3459280bbbb4be635eb8d,1,1278,0.01089442,0,5
3e991036257e4acda7cc1658dadd3e50,0,21676,-0.01671029,1,5
3e991036257e4acda7cc1658dadd3e50,1,824,0.06431058,0,0
3eb6673bad8c44e2853283d958a68ca0,0,21508,-0.02267540,1,6
3eb6673bad8c44e2853283d958a68ca0,1,992,0.02373205,0,0
3eef3752ea664087a0469a01cbf738a9,0,22416,-0.02199323,1,5
3eef3752ea664087a0469a01cbf738a9,1,84,0.03379171,0,0
3f0f0a0a049a48d4ba9c8253d432de1e,0,21533,-0.03509273,1,6
3f0f0a0a049a48d4ba9c8253d432de1e,1,967,0.04249679,4,6
3f2c294126dc4439986a9b76354b8422,0,21992,-0.03323784,1,6
3f2c294126dc4439986a9b76354b8422,1,508,0.00012316,4,5
3f3cf325418a4c8abb597fedf4088bd3,0,21118,-0.03293177,1,6
3f3cf325418a4c8abb597fedf4088bd3,1,1382,-0.01559362,6,0
3f4b0beb19874ac6b7daa0f59b714f69,0,21975,-0.02775330,1,5
3f4b0beb19874ac6b7daa0f59b714f69,1,525,-0.01015416,6,6
3f5fd35ad36646f8b718ec1416c70f7f,0,21944,-0.03471896,1,6
3f5fd35ad36646f8b718ec1416c70f7f,1,556,0.04158266,0,6
3fb21b1df59e43ab8b29d4a1ea9a0228,0,21777,-0.03276405,1,5
3fb21b1df59e43ab8b29d4a1ea9a0228,1,723,0.05379614,5,5
4070ae6b1ce047b5b0a3a5868f2dbd19,0,20905,-0.03468835,1,6
4070ae6b1ce047b5b0a3a5868f2dbd19,1,1595,-0.00141568,5,6
4094ae4656fb4b8fb1906192b24a34cb,0,21623,-0.02631661,1,6
4094ae4656fb4b8fb1906192b24a34cb,1,877,0.00491092,0,5
4176983e28014670b8d4599c5e70166a,0,21631,-0.04415653,1,6
4176983e28014670b8d4599c5e70166a,1,869,0.01147853,6,6
41c07e6847da41409c03671b7d88453e,0,21803,-0.03561453,1,6
41c07e6847da41409c03671b7d88453e,1,697,-0.01056250,6,6
4269e4e84cc04a44b26bf792f116148a,0,21480,-0.04969918,1,6
4269e4e84cc04a44b26bf792f116148a,1,1020,-0.03449948,0,5
4272663b99b043539b47c98745c5c747,0,21908,-0.03508663,1,6
4272663b99b043539b47c98745c5c747,1,592,0.11088821,5,6
42b6df359dab44a9942600fbcf14a929,0,21527,-0.04511759,1,5
42b6df359dab44a9942600fbcf14a929,1,973,0.04436664,0,0
42caac9a9e534bebbcd426684571e446,0,22242,-0.02510862,1,6
42caac9a9e534bebbcd426684571e446,1,258,0.02880693,0,0
4305999c65934df6b503ad4eb90f5648,0,21539,-0.02573052,1,5
4305999c65934df6b503ad4eb90f5648,1,961,0.05782817,0,0
437e94c4aec64c3681d691126c4e95bd,0,21900,-0.04019139,1,5
437e94c4aec64c3681d691126c4e95bd,1,600,0.07510052,5,6
43cfc03be6f842ae8942c995f8e3f2fb,0,22275,0.02834139,1,6
43cfc03be6f842ae8942c995f8e3f2fb,1,225,0.01440963,2,6
43f054bacd7c44c8848da9ad2c7bb1d0,0,21803,-0.04103842,1,6
43f054bacd7c44c8848da9ad2c7bb1d0,1,697,-0.02057053,4,5
43f05ac397484672b9bdf86dcc0b0289,0,19408,-0.00746722,1,5
43f05ac397484672b9bdf86dcc0b0289,1,3092,0.00914461,4,5
440a528da74b42f19d46b648a3a6eccb,0,22229,-0.02530495,1,6
440a528da74b42f19d46b648a3a6eccb,1,271,0.02225252,0,0
4483f3a6e27e401cac5cbea3035e3ff2,0,22177,-0.02997685,1,6
4483f3a6e27e401cac5cbea3035e3ff2,1,323,-0.03608631,4,6
44a22e08d57b40d4bf7077a060741383,0,22200,-0.02879025,1,6
44a22e08d57b40d4bf7077a060741383,1,300,0.02031411,5,6
44a799dcf8cd4393aaa748e1bcd96d58,0,22327,-0.01160326,1,5
44a799dcf8cd4393aaa748e1bcd96d58,1,173,0.00895633,0,0
4523fb98c35940f1a47555072262965d,0,21852,-0.02407787,1,6
4523fb98c35940f1a47555072262965d,1,648,-0.04457138,5,6
453118c5050748d3939e45666ff915f3,0,21822,-0.03498223,1,6
453118c5050748d3939e45666ff915f3,1,678,0.07453704,0,6
45761bf806734f8188b9b9297f76afc7,0,21852,-0.02830243,1,5
45761bf806734f8188b9b9297f76afc7,1,648,0.00443171,6,0
458b0a25e52c42d7b581259bb164d952,0,21299,-0.02544301,1,6
458b0a25e52c42d7b581259bb164d952,1,1201,-0.06442134,6,6
459ac79bafdf4b88913f981c1fa71b2c,0,22299,-0.01199262,1,6
459ac79bafdf4b88913f981c1fa71b2c,1,201,-0.01041361,0,6
45a4f3c2a8a44161bf74a0de34aff804,0,22498,-0.02831946,1,5
45a4f3c2a8a44161bf74a0de34aff804,1,2,0.00859321,2,6
4635c393dbdc4aa589b221fad153d427,0,22074,-0.02555504,1,5
4635c393dbdc4aa589b221fad153d427,1,426,0.00481139,2,0
46a4a199e44544018017be7434e46fc8,0,21509,-0.03466844,1,6
46a4a199e44544018017be7434e46fc8,1,991,0.06417248,5,5
46ebd62b01cc490dad29643ee1fa4630,0,21945,-0.03259255,1,6
46ebd62b01cc490dad29643ee1fa4630,1,555,-0.01392817,4,6
475a324f563849cab9623619073fdf81,0,20026,-0.05587838,1,5
475a324f563849cab9623619073fdf81,1,2474,-0.01653209,4,5
47972c339c9f4654baa9bc8d7143cf40,0,21561,-0.03398618,1,6
47972c339c9f4654baa9bc8d7143cf40,1,939,0.03491420,0,0
480ea4e6cd7b4fc7b46ace2b8001fd19,0,22278,-0.04069640,1,5
480ea4e6cd7b4fc7b46ace2b8001fd19,1,222,-0.01411887,2,6
489b2a7292e44820beddb31d988a97c5,0,21918,-0.00645773,1,6
489b2a7292e44820beddb31d988a97c5,1,582,0.04057018,0,6
489c1b82dd654bc78cd900b93a644bab,0,22041,-0.02493829,1,6
489c1b82dd654bc78cd900b93a644bab,1,459,0.01553239,5,6
48b1256f422e40b5ae33280340e71fd4,0,19016,-0.06639388,1,6
48b1256f422e40b5ae33280340e71fd4,1,3484,-0.07776217,4,5
493effd2c5cb494792b5f1c64cb01050,0,22230,-0.03389629,1,6
493effd2c5cb494792b5f1c64cb01050,1,270,0.11203367,0,6
49409214fe454b018d05c8d839b35159,0,21716,-0.03437341,1,5
49409214fe454b018d05c8d839b35159,1,784,0.01702565,0,0
49ceba17e48d41f08da1c994618f84da,0,22188,-0.03511079,1,6
49ceba17e48d41f08da1c994618f84da,1,312,0.05005841,5,6
4a1972f8731b4cdea40fc69a38a735b1,0,22237,-0.02246276,1,6
4a1972f8731b4cdea40fc69a38a735b1,1,263,-0.07343320,7,6
4a4e46dbe41848b8a2b1d82107b6c24c,0,22329,-0.02774151,1,6
4a4e46dbe41848b8a2b1d82107b6c24c,1,171,0.03790223,3,0
4a6ff8aab9b5409c896220d70391d32c,0,18973,-0.06689531,1,6
4a6ff8aab9b5409c896220d70391d32c,1,3527,-0.07027693,4,5
4ac8bb201c7f44cfad407f00d3b18c4d,0,21412,-0.03039989,1,6
4ac8bb201c7f44cfad407f00d3b18c4d,1,1088,-0.10017846,5,6
4ada511e868c4d5dbeae60cf54f19987,0,18916,-0.06719249,1,6
4ada511e868c4d5dbeae60cf54f19987,1,3584,-0.07654020,4,5
4b2432efe87841efb4539660defeb601,0,21781,-0.04013930,1,6
4b2432efe87841efb4539660defeb601,1,719,0.00122391,0,5
4b37030f3df847aa97027cfb887be058,0,22361,-0.01753049,1,6
4b37030f3df847aa97027cfb887be058,1,139,0.00876003,5,0
4b65f133505445c7a2425c44b0a2f46f,0,22259,-0.02594205,1,5
4b65f133505445c7a2425c44b0a2f46f,1,241,0.00162602,2,0
4b791411187e47689f7259a9b4d4c54f,0,22380,-0.02877007,1,6
4b791411187e47689f7259a9b4d4c54f,1,120,0.01979850,3,0
4bf4a32aa6e14ed890fcf8a860ad9289,0,22357,-0.02982191,1,6
4bf4a32aa6e14ed890fcf8a860ad9289,1,143,0.02508520,3,0
4c09b689ef784800b1fa3dc3178dadd5,0,21513,-0.04656187,1,6
4c09b689ef784800b1fa3dc3178dadd5,1,987,-0.05807061,6,6
4c5a8356ea1741548238807ba41235d3,0,22387,-0.02776857,1,6
4c5a8356ea1741548238807ba41235d3,1,113,0.06927857,3,0
4c687bbe18104da1b9eef242d5abbe6b,0,21758,-0.02890508,1,6
4c687bbe18104da1b9eef242d5abbe6b,1,742,-0.04043142,0,0
4c81b06a19fc4cbaa52987841cdf57d4,0,21729,-0.03754779,1,6
4c81b06a19fc4cbaa52987841cdf57d4,1,771,0.04344143,6,6
4c9136c0583844ed811553620dc0acd1,0,18926,-0.06722829,1,6
4c9136c0583844ed811553620dc0acd1,1,3574,-0.07538855,4,5
4c9fcbb0f3594f19a091b7fbd5bc37a5,0,21283,-0.02941658,1,6
4c9fcbb0f3594f19a091b7fbd5bc37a5,1,1217,-0.06084071,6,6
4cc51c689de24808a1f61ac7d386ad38,0,19162,-0.06753555,1,6
4cc51c689de24808a1f61ac7d386ad38,1,3338,-0.07916355,4,5
4cd21f4d2a00448c9efe4d81a6e35891,0,21887,-0.03383702,1,6
4cd21f4d2a00448c9efe4d81a6e35891,1,613,-0.07513046,5,6
4d6ac5421dca40d18e5e0ff8e3e71803,0,21483,-0.02786536,1,6
4d6ac5421dca40d18e5e0ff8e3e71803,1,1017,-0.09383869,6,6
4d85541c5f204e359d63ed2b9db1ec97,0,21620,-0.01244784,1,5
4d85541c5f204e359d63ed2b9db1ec97,1,880,0.04179822,0,0
4de1ba6d551f4b499f4c7c45e70e4e9c,0,22125,-0.02697498,1,5
4de1ba6d551f4b499f4c7c45e70e4e9c,1,375,-0.02900710,2,6
4de7963785f34de7afb9e5aae3ce6f9f,0,22213,-0.03767730,1,5
4de7963785f34de7afb9e5aae3ce6f9f,1,287,-0.03332647,2,6
4de831d46edf46d084ac2cecf682b11a,0,21166,-0.04425676,1,5
4de831d46edf46d084ac2cecf682b11a,1,1334,-0.01831841,5,6
4de8eecdc3da442d84acc0289e237aa0,0,21888,-0.03933087,1,6
4de8eecdc3da442d84acc0289e237aa0,1,612,0.06948043,5,6
4e9c011236e64ac3876e8ae12290b881,0,20058,-0.05910879,1,6
4e9c011236e64ac3876e8ae12290b881,1,2442,-0.03920455,4,5
4ea42d9dcb2548658a950769437f108b,0,21064,-0.03937533,1,5
4ea42d9dcb2548658a950769437f108b,1,1436,-0.04035585,5,6
4ef7c8c891a84b9eb030f12e1c07830f,0,19075,-0.06717597,1,6
4ef7c8c891a84b9eb030f12e1c07830f,1,3425,-0.07717554,4,5
4f38413567d14272b4fc9c89cd8405f3,0,20898,-0.03473420,1,6
4f38413567d14272b4fc9c89cd8405f3,1,1602,0.02900858,6,6
4f9ad42bb4a24970b770ba0a87baf47a,0,21792,-0.02268195,1,6
4f9ad42bb4a24970b770ba0a87baf47a,1,708,-0.01225329,0,0
4fa6e380731d4819bc404bcf38240a90,0,21588,-0.03228673,1,6
4fa6e380731d4819bc404bcf38240a90,1,912,-0.03045295,6,6
4ffdd34156524df380cddc090dcadc7d,0,21622,-0.02197911,1,6
4ffdd34156524df380cddc090dcadc7d,1,878,-0.04847665,5,6
5055836aac474532a48edd8a0b35dcea,0,21680,-0.01773408,1,6
5055836aac474532a48edd8a0b35dcea,1,820,0.01250579,6,6
5099c82438074d8885298bbf6d635a54,0,21184,-0.04095413,1,6
5099c82438074d8885298bbf6d635a54,1,1316,-0.04038162,5,6
50f8b4a1ce354890bcf834658cbb9e80,0,21526,-0.03681718,1,6
50f8b4a1ce354890bcf834658cbb9e80,1,974,0.04551705,5,6
511bbef91402409aa45e8e0831320dc8,0,21359,-0.04580785,1,6
511bbef91402409aa45e8e0831320dc8,1,1141,-0.03609610,0,5
512673efdbec4c8e9031749bbf49d66b,0,22211,-0.04850704,1,6
512673efdbec4c8e9031749bbf49d66b,1,289,0.10809975,0,6
516b9a77ea874a59b252ed2fa1a5d662,0,21709,-0.04258497,1,6
516b9a77ea874a59b252ed2fa1a5d662,1,791,-0.00709629,6,6
51f37263b06c417e94138f2d9348f909,0,21792,0.02681813,1,5
51f37263b06c417e94138f2d9348f909,1,708,0.02563275,0,5
51f7ea7d3e4e42dfaf183dbe9996f1fb,0,21903,-0.04271867,1,5
51f7ea7d3e4e42dfaf183dbe9996f1fb,1,597,-0.01583701,2,6
5224809ffef94a6e83454ad3930d3533,0,21707,-0.03020577,1,5
5224809ffef94a6e83454ad3930d3533,1,793,0.01429521,0,5
524b696fedac43d68c6fb94db5d56b1f,0,21673,-0.03321228,1,6
524b696fedac43d68c6fb94db5d56b1f,1,827,-0.05435697,6,6
5254163f8fcd4362b6019bbb88dc13ec,0,22378,-0.02262977,1,5
5254163f8fcd4362b6019bbb88dc13ec,1,122,0.04514673,0,0
52592f70fce143e59b44da5e2ad06134,0,22366,-0.03316652,1,6
52592f70fce143e59b44da5e2ad06134,1,134,0.00114691,0,5
52da22258bc84e8abf45484ab1a866c2,0,21490,-0.02817548,1,6
52da22258bc84e8abf45484ab1a866c2,1,1010,-0.06921785,6,6
530efca94dbc4f8e8c11a39a194be844,0,21535,-0.04372780,1,6
530efca94dbc4f8e8c11a39a194be844,1,965,0.03602285,0,6
535df95779264920b562e90fd3bcb179,0,21427,-0.03731580,1,6
535df95779264920b562e90fd3bcb179,1,1073,-0.06905080,6,6
538bf42677d74c568c25ba4a4fb7a7ee,0,21663,-0.02554910,1,6
538bf42677d74c568c25ba4a4fb7a7ee,1,837,-0.06200150,6,0
5406def86e684bd5b01b2499c6e8670f,0,21741,-0.03643337,1,6
5406def86e684bd5b01b2499c6e8670f,1,759,-0.02183917,4,5
5441646ff9c54d4a90fc1d7f4256072c,0,20765,-0.04039256,1,6
5441646ff9c54d4a90fc1d7f4256072c,1,1735,0.00044620,5,6
546331c0e0564a5490d699d01497c769,0,21667,-0.04295857,1,6
546331c0e0564a5490d699d01497c769,1,833,-0.00483708,6,6
5484714099f84b6c90d7db7fa8673073,0,21341,-0.02916101,1,6
5484714099f84b6c90d7db7fa8673073,1,1159,-0.08143068,5,6
54dd93feb4b34fc4b57470531bd79ff5,0,22424,-0.01574945,1,6
54dd93feb4b34fc4b57470531bd79ff5,1,76,-0.05145958,3,6
5512cfa9df6842f89062f97cdefa378d,0,22059,-0.00452225,1,6
5512cfa9df6842f89062f97cdefa378d,1,441,0.02886373,7,0
552970375d5149e48d5667698a692ed6,0,21882,-0.04465122,1,6
552970375d5149e48d5667698a692ed6,1,618,0.03870154,0,6
56a8812e2fae4b13960c853cebe58374,0,22500,-0.00636874,1,6
56b65b676c4a4afba934a7dabb979add,0,21870,-0.02410803,1,6
56b65b676c4a4afba934a7dabb979add,1,630,0.00064969,5,6
56bd8adb5d1d429eae2c17166e16566c,0,21336,-0.04152542,1,6
56bd8adb5d1d429eae2c17166e16566c,1,1164,0.03388956,6,6
56d2e0f573584ba1bb3446b1e0573fc7,0,21496,-0.04973724,1,6
56d2e0f573584ba1bb3446b1e0573fc7,1,1004,-0.06273364,0,6
56e7460943344e33a5a657313541065e,0,21660,-0.03314765,1,6
56e7460943344e33a5a657313541065e,1,840,0.03037431,5,6
56f30b8972084492bbe742d423fc00ff,0,21643,-0.02712531,1,6
56f30b8972084492bbe742d423fc00ff,1,857,-0.00145672,0,5
573172be3eda4aae94e875fe4403c57b,0,21431,-0.03506981,1,6
573172be3eda4aae94e875fe4403c57b,1,1069,-0.03614349,5,6
57417521864243b8877733aa6b372276,0,22332,-0.02815217,1,6
57417521864243b8877733aa6b372276,1,168,0.04228642,3,0
574f695ae8e34f9fa1b0bf1d1e4f409f,0,21785,-0.04411232,1,6
574f695ae8e34f9fa1b0bf1d1e4f409f,1,715,-0.01284171,4,5
575d8e57b2de436b805fd6befde3edd7,0,22280,-0.02806342,1,5
575d8e57b2de436b805fd6befde3edd7,1,220,-0.03527855,7,0
5773ef9bc8e34db3807a93b61a8354b2,0,20631,-0.05325097,1,5
5773ef9bc8e34db3807a93b61a8354b2,1,1869,0.01665080,4,5
57f23d2f55e6455696c6d3cc70a4f501,0,21555,0.00355400,1,6
57f23d2f55e6455696c6d3cc70a4f501,1,945,0.02054421,0,6
57f43a802933455389ec31a2a16c551f,0,20783,-0.03033646,1,6
57f43a802933455389ec31a2a16c551f,1,1717,-0.00048004,6,0
583aa03b8674496fbe5155131d81a121,0,19545,-0.06520306,1,6
583aa03b8674496fbe5155131d81a121,1,2955,-0.06027821,4,5
58470b43cd034f61b9aa7e1b5ce78221,0,18900,-0.06781632,1,6
58470b43cd034f61b9aa7e1b5ce78221,1,3600,-0.07453913,4,5
58b9fd4376c741b3ad035aec9bef660d,0,22325,-0.02429639,1,6
58b9fd4376c741b3ad035aec9bef660d,1,175,0.07708648,3,0
58f2acc01a7047e29ef781b5f4f649ba,0,18980,-0.06628989,1,6
58f2acc01a7047e29ef781b5f4f649ba,1,3520,-0.06987253,4,5
590ad386f23448a4bf080d90df09ed84,0,21869,-0.03391140,1,6
590ad386f23448a4bf080d90df09ed84,1,631,0.01984797,4,6
