sample_id,region_id,pixel_count,pair_cosine,cluster_with,cluster_no
0ed7886aecfe47edb1c0297934e5e17e,0,21655,-0.02256159,1,6
0ed7886aecfe47edb1c0297934e5e17e,1,845,-0.07500000,6,6
0f483d8f22694132946c831f5d644cd7,0,21805,-0.04102719,1,6
0f483d8f22694132946c831f5d644cd7,1,695,0.01940129,5,6
0f81a46e706e48c19749d6ac1c908cb1,0,21695,-0.03043732,1,6
0f81a46e706e48c19749d6ac1c908cb1,1,805,0.12757035,5,6
0f858d033faf4aa487501a8e570eb951,0,21351,-0.02729868,1,6
0f858d033faf4aa487501a8e570eb951,1,1149,-0.06171152,6,6
0fae8aae30d44b4faf7a9854eac4bc09,0,20467,0.01327875,1,5
0fae8aae30d44b4faf7a9854eac4bc09,1,2033,0.03016147,4,5
0fd26c837fa048789ed0ac3c22a27832,0,21522,-0.04755711,1,6
0fd26c837fa048789ed0ac3c22a27832,1,978,-0.04849347,6,6
0ffc384fc61a4742a78d179f07ea1c9d,0,21703,-0.02050781,1,5
0ffc384fc61a4742a78d179f07ea1c9d,1,797,0.02673591,7,0
101a617fba0a4c7a91073b49b9b6752f,0,21943,-0.03574723,1,6
101a617fba0a4c7a91073b49b9b6752f,1,557,-0.02196622,0,6
101e831275d740e6b47a6b1e9ef8c7b2,0,22250,-0.02202778,1,6
101e831275d740e6b47a6b1e9ef8c7b2,1,250,0.07352941,3,0
10341c91fa1347e1a0b607ae5eff471c,0,21795,-0.01290657,1,6
10341c91fa1347e1a0b607ae5eff471c,1,705,0.04753035,0,6
10602c94122242d3b7525ec541b3784f,0,21315,-0.02544708,1,6
10602c94122242d3b7525ec541b3784f,1,1185,-0.06112385,6,6
10ad8522733c4c47bcf7dc32cb38762f,0,22298,-0.03611726,1,5
10ad8522733c4c47bcf7dc32cb38762f,1,202,0.00695356,2,6
10b3b79602e246c5811dd7f977a3860f,0,22377,-0.02090888,1,6
10b3b79602e246c5811dd7f977a3860f,1,123,0.11325888,0,0
10cb11d8a5554c2a9741b4f9edd88c86,0,21912,-0.01642146,1,6
10cb11d8a5554c2a9741b4f9edd88c86,1,588,0.02372438,0,6
1141ac734ae0422e9e79ea579d05aef2,0,21998,-0.03579491,1,5
1141ac734ae0422e9e79ea579d05aef2,1,502,0.05722743,0,5
114d8a1f9c4a46a5b4fec1e552027213,0,22393,-0.01227390,1,6
114d8a1f9c4a46a5b4fec1e552027213,1,107,0.03002368,0,6
1192c1448ec044ef97df3078e92032eb,0,21587,-0.01740352,1,6
